ID	parentID	scientificName	kingdom	phylum	class	order	family	genus	rank	status
586		Camelus bactrianus	Animalia	Chordata	Mammalia	Artiodactyla	Camelidae	Camelus	species	accepted
587		Camelus dromedarius	Animalia	Chordata	Mammalia	Artiodactyla	Camelidae	Camelus	species	accepted
592		Ovis ammon	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovis	species	accepted
593		Equus	Animalia	Chordata	Mammalia	Perissodactyla	Equidae	Equus	genus	accepted
596		Cervidae	Animalia	Chordata	Mammalia	Artiodactyla	Cervidae		family	accepted
597		Soricidae	Animalia	Chordata	Mammalia	Insectivora	Soricidae		family	accepted
598		Arvicola sapidus	Animalia	Chordata	Mammalia	Rodentia	Arvicolidae	Arvicola	species	accepted
599		Arvicola	Animalia	Chordata	Mammalia	Rodentia	Arvicolidae	Arvicola	genus	accepted
601		Gliridae	Animalia	Chordata	Mammalia	Rodentia	Gliridae		family	accepted
603		Muridae	Animalia	Chordata	Mammalia	Rodentia	Muridae		family	accepted
604		Rattus	Animalia	Chordata	Mammalia	Rodentia	Muridae	Rattus	genus	accepted
605		Sorex coronatus	Animalia	Chordata	Mammalia	Insectivora	Soricidae	Sorex	species	accepted
606		Lepus timidus	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus	species	accepted
607		Lepus	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus	genus	accepted
608		Ursus maritimus	Animalia	Chordata	Mammalia	Carnivora	Ursidae	Ursus	species	accepted
609		Loxodonta africana	Animalia	Chordata	Mammalia	Proboscidea	Elephantidae	Loxodonta	species	accepted
610		Delphinus delphis	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Delphinus	species	accepted
611		Lagenorhynchus albirostris	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Lagenorhynchus	species	accepted
612		Globicephala melas	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala	species	accepted
613		Cercopithecus aethiops	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Cercopithecus	species	accepted
614		Panthera leo	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	species	accepted
615		Cebus	Animalia	Chordata	Mammalia	Primates	Cebidae	Cebus	genus	accepted
616		Microtus	Animalia	Chordata	Mammalia	Rodentia	Arvicolidae	Microtus	genus	accepted
617		Rodentia	Animalia	Chordata	Mammalia	Rodentia			order	accepted
618		Apodemus	Animalia	Chordata	Mammalia	Rodentia	Muridae	Apodemus	genus	accepted
620		Balaenoptera	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Balaenoptera	genus	accepted
621		Phocidae	Animalia	Chordata	Mammalia	Carnivora	Phocidae		family	accepted
622		Buteo lagopus	Animalia	Chordata	Aves	Strigiformes	Strigidae	Buteo	species	accepted
623		Buteo	Animalia	Chordata	Aves	Strigiformes	Strigidae	Buteo	genus	accepted
624		Anatidae	Animalia	Chordata	Aves	Anseriformes	Anatidae		family	accepted
625		Anas	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	genus	accepted
627		Anserinae	Animalia	Chordata	Aves	Anseriformes	Anatidae		subfamily	accepted
628		Branta	Animalia	Chordata	Aves	Anseriformes	Anatidae	Branta	genus	accepted
629		Ardeidae	Animalia	Chordata	Aves	Ciconiiformes	Ardeidae		family	accepted
630		Ardea	Animalia	Chordata	Aves	Ciconiiformes	Ardeidae	Ardea	genus	accepted
632		Phoenicopterus ruber	Animalia	Chordata	Aves	Phoenicopteriformes	Phoenicopteridae	Phoenicopterus	species	accepted
633		Motacilla flava	Animalia	Chordata	Aves	Passeriformes	Motacillidae	Motacilla	species	accepted
634		Mergus albellus	Animalia	Chordata	Aves	Anseriformes	Anatidae	Mergus	species	accepted
635		Parus major	Animalia	Chordata	Aves	Passeriformes	Paridae	Parus	species	accepted
636		Galliformes	Animalia	Chordata	Aves	Galliformes			order	accepted
637		Tachybaptus ruficollis	Animalia	Chordata	Aves	Podicipediformes	Podicipedidae	Tachybaptus	species	accepted
638		Podiceps cristatus	Animalia	Chordata	Aves	Podicipediformes	Podicipedidae	Podiceps	species	accepted
639		Alauda arvensis	Animalia	Chordata	Aves	Passeriformes	Alaudidae	Alauda	species	accepted
640		Rallus aquaticus	Animalia	Chordata	Aves	Gruiformes	Rallidae	Rallus	species	accepted
641		Rallidae	Animalia	Chordata	Aves	Gruiformes	Rallidae		family	accepted
642		Erithacus rubecula	Animalia	Chordata	Aves	Passeriformes	Turdidae	Erithacus	species	accepted
643		Strigiformes	Animalia	Chordata	Aves	Strigiformes			order	accepted
644		Apus apus	Animalia	Chordata	Aves	Apodiformes	Apodidae	Apus	species	accepted
645		Charadriidae	Animalia	Chordata	Aves	Charadriiformes	Charadriidae		family	accepted
646		Melanitta	Animalia	Chordata	Aves	Anseriformes	Anatidae	Melanitta	genus	accepted
648		Nycticorax nycticorax	Animalia	Chordata	Aves	Ciconiiformes	Ardeidae	Nycticorax	species	accepted
649		Gyps fulvus	Animalia	Chordata	Aves	Falconiformes	Accipitridae	Gyps	species	accepted
650		Gavia	Animalia	Chordata	Aves	Gaviiformes	Gaviidae	Gavia	genus	accepted
651		Sterna paradisaea	Animalia	Chordata	Aves	Charadriiformes	Laridae	Sterna	species	accepted
652		Fulmarus glacialis	Animalia	Chordata	Aves	Podicipediformes	Procellariidae	Fulmarus	species	accepted
653		Pterodroma	Animalia	Chordata	Aves	Procellariiformes	Procellariidae	Pterodroma	genus	accepted
654		Paridae	Animalia	Chordata	Aves	Passeriformes	Paridae		family	accepted
655		Otis tarda	Animalia	Chordata	Aves	Gruiformes	Otididae	Otis	species	accepted
656		Carduelis cannabina	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Carduelis	species	accepted
657		Scolopacidae	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae		family	accepted
658		Charadrius dubius	Animalia	Chordata	Aves	Charadriiformes	Charadriidae	Charadrius	species	accepted
659		Charadrius	Animalia	Chordata	Aves	Charadriiformes	Charadriidae	Charadrius	genus	accepted
660		Recurvirostridae	Animalia	Chordata	Aves	Charadriiformes	Recurvirostridae		family	accepted
661		Circus	Animalia	Chordata	Aves	Falconiformes	Accipitridae	Circus	genus	accepted
662		Circus aeruginosus	Animalia	Chordata	Aves	Falconiformes	Accipitridae	Circus	species	accepted
663		Corvidae	Animalia	Chordata	Aves	Passeriformes	Corvidae		family	accepted
664		Carduelis carduelis	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Carduelis	species	accepted
665		Fringilla coelebs	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Fringilla	species	accepted
666		Pyrrhula pyrrhula	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Pyrrhula	species	accepted
667		Larus ridibundus	Animalia	Chordata	Aves	Charadriiformes	Laridae	Larus	species	accepted
668		Numenius phaeopus	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Numenius	species	accepted
669		Numenius	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Numenius	genus	accepted
671		Passer montanus	Animalia	Chordata	Aves	Passeriformes	Passeridae	Passer	species	accepted
672		Passer	Animalia	Chordata	Aves	Passeriformes	Passeridae	Passer	genus	accepted
673		Apus	Animalia	Chordata	Aves	Apodiformes	Apodidae	Apus	genus	accepted
674		Emberiza	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Emberiza	genus	accepted
675		Sylvia communis	Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Sylvia	species	accepted
676		Turdus viscivorus	Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	species	accepted
677		Oribatida	Animalia	Arthropoda	Acari	Oribatida			suborder	accepted
678		Atropacarus striculus	Animalia	Arthropoda	Acari	Oribatida	Phthiracaridae	Atropacarus	species	accepted
679		Rhysotritia duplicata	Animalia	Arthropoda	Acari	Oribatida	Euphthiracaridae	Rhysotritia	species	accepted
680		Rhysotritia ardua ardua	Animalia	Arthropoda	Acari	Oribatida	Euphthiracaridae	Rhysotritia	subspecies	accepted
681		Hypochtonius rufulus	Animalia	Arthropoda	Acari	Oribatida	Hypochtoniidae	Hypochtonius	species	accepted
683		Platynothrus peltifer	Animalia	Arthropoda	Acari	Oribatida	Camisiidae	Platynothrus	species	accepted
684		Malaconothridae	Animalia	Arthropoda	Acari	Oribatida	Malaconothridae		family	accepted
685		Trimalaconothrus foveolatus	Animalia	Arthropoda	Acari	Oribatida	Malaconothridae	Trimalaconothrus	species	accepted
687		Nanhermanniidae	Animalia	Arthropoda	Acari	Oribatida	Nanhermanniidae		family	accepted
688		Nanhermannia coronata	Animalia	Arthropoda	Acari	Oribatida	Nanhermanniidae	Nanhermannia	species	accepted
689		Hermannia scabra	Animalia	Arthropoda	Acari	Oribatida	Hermanniidae	Hermannia	species	accepted
690		Hermannia subglabra	Animalia	Arthropoda	Acari	Oribatida	Hermanniidae	Hermannia	species	accepted
691		Poroliodes farinosus	Animalia	Arthropoda	Acari	Oribatida	Liodidae	Poroliodes	species	accepted
692		Paradamaeus clavipes	Animalia	Arthropoda	Acari	Oribatida	Damaeidae	Paradamaeus	species	accepted
693		Spatiodamaeus verticillipes	Animalia	Arthropoda	Acari	Oribatida	Damaeidae	Spatiodamaeus	species	accepted
694		Epidamaeus bituberculatus	Animalia	Arthropoda	Acari	Oribatida	Damaeidae	Epidamaeus	species	accepted
695		Epidamaeus glabriseta	Animalia	Arthropoda	Acari	Oribatida	Damaeidae	Epidamaeus	species	accepted
696		Hypodamaeus gracilipes	Animalia	Arthropoda	Acari	Oribatida	Damaeidae	Hypodamaeus	species	accepted
697		Metabelba propexus	Animalia	Arthropoda	Acari	Oribatida	Belbidae	Metabelba	species	accepted
698		Cepheus cepheiformes	Animalia	Arthropoda	Acari	Oribatida	Cepheidae	Cepheus	species	accepted
699		Cepheus latus	Animalia	Arthropoda	Acari	Oribatida	Cepheidae	Cepheus	species	accepted
700		Ctenobelba pectinigera	Animalia	Arthropoda	Acari	Oribatida	Ctenobelbidae	Ctenobelba	species	accepted
701		Eueremaeus oblongus	Animalia	Arthropoda	Acari	Oribatida	Eremaeidae	Eueremaeus	species	accepted
702		Liacaridae	Animalia	Arthropoda	Acari	Oribatida	Liacaridae		family	accepted
703		Liacarus coracinus	Animalia	Arthropoda	Acari	Oribatida	Liacaridae	Liacarus	species	accepted
704		Astegistes pilosus	Animalia	Arthropoda	Acari	Oribatida	Astegistidae	Astegistes	species	accepted
705		Carabodidae	Animalia	Arthropoda	Acari	Oribatida	Carabodidae		family	accepted
706		Carabodes reticulatus	Animalia	Arthropoda	Acari	Oribatida	Carabodidae	Carabodes	species	accepted
707		Carabodes marginatus	Animalia	Arthropoda	Acari	Oribatida	Carabodidae	Carabodes	species	accepted
708		Carabodes labyrinthicus	Animalia	Arthropoda	Acari	Oribatida	Carabodidae	Carabodes	species	accepted
709		Carabodes schatzi	Animalia	Arthropoda	Acari	Oribatida	Carabodidae	Carabodes	species	accepted
710		Tectocepheidae	Animalia	Arthropoda	Acari	Oribatida	Tectocepheidae		family	accepted
711		Tectocepheus concurvatus	Animalia	Arthropoda	Acari	Oribatida	Tectocepheidae	Tectocepheus	species	accepted
712		Tectocepheus sarekensis	Animalia	Arthropoda	Acari	Oribatida	Tectocepheidae	Tectocepheus	species	accepted
713		Tectocepheus velatus	Animalia	Arthropoda	Acari	Oribatida	Tectocepheidae	Tectocepheus	species	accepted
714		Oppiidae	Animalia	Arthropoda	Acari	Oribatida	Oppiidae		family	accepted
715		Quadroppia quadricarinata	Animalia	Arthropoda	Acari	Oribatida	Oppiidae	Quadroppia	species	accepted
716		Oppiella nova	Animalia	Arthropoda	Acari	Oribatida	Oppiidae	Oppiella	species	accepted
717		Lauroppia maritima	Animalia	Arthropoda	Acari	Oribatida	Oppiidae	Lauroppia	species	accepted
718		Dissorhina ornata	Animalia	Arthropoda	Acari	Oribatida	Oppiidae	Dissorhina	species	accepted
719		Moritzoppia unicarinata	Animalia	Arthropoda	Acari	Oribatida	Oppiidae	Moritzoppia	species	accepted
720		Berniniella bicarinata	Animalia	Arthropoda	Acari	Oribatida	Oppiidae	Berniniella	species	accepted
721		Medioppia subpectinata	Animalia	Arthropoda	Acari	Oribatida	Oppiidae	Medioppia	species	accepted
722		Microppia minus	Animalia	Arthropoda	Acari	Oribatida	Oppiidae	Microppia	species	accepted
723		Oppia nitens	Animalia	Arthropoda	Acari	Oribatida	Oppiidae	Oppia	species	accepted
724		Ramusella clavipectinata	Animalia	Arthropoda	Acari	Oribatida	Oppiidae	Ramusella	species	accepted
725		Suctobelbidae	Animalia	Arthropoda	Acari	Oribatida	Suctobelbidae		family	accepted
726		Suctobelbella tuberculata	Animalia	Arthropoda	Acari	Oribatida	Suctobelbidae	Suctobelbella	species	accepted
727		Suctobelbella alloenasuta	Animalia	Arthropoda	Acari	Oribatida	Suctobelbidae	Suctobelbella	species	accepted
728		Suctobelbella singularis	Animalia	Arthropoda	Acari	Oribatida	Suctobelbidae	Suctobelbella	species	accepted
729		Suctobelbella palustris	Animalia	Arthropoda	Acari	Oribatida	Suctobelbidae	Suctobelbella	species	accepted
730		Suctobelbella falcata	Animalia	Arthropoda	Acari	Oribatida	Suctobelbidae	Suctobelbella	species	accepted
731		Suctobelbella latirostris	Animalia	Arthropoda	Acari	Oribatida	Suctobelbidae	Suctobelbella	species	accepted
732		Autogneta longilamellata	Animalia	Arthropoda	Acari	Oribatida	Autognetidae	Autogneta	species	accepted
733		Autogneta inundata	Animalia	Arthropoda	Acari	Oribatida	Autognetidae	Autogneta	species	accepted
734		Conchogneta delacarlica	Animalia	Arthropoda	Acari	Oribatida	Autognetidae	Conchogneta	species	accepted
